1,1200,3971427962.7127686
2,2400,2296578602.7133465
3,600,0
4,2400,0
5,600,0
6,3000,74393590881.02411
7,1200,0
8,1800,0
9,600,0
10,1200,0
11,600,19398297782.819855
12,1800,86570569940.00267
13,600,0
14,600,0
15,600,0
16,1200,0
17,2400,0
18,2400,0
19,1800,0
20,4800,25555474742.211136
21,2400,0
22,600,0
23,2400,248989131497.0067
24,4200,185909271311.16608
25,4200,0
26,0,17178314614.395388
27,2400,0
28,3000,760858274.1618991
29,600,0
30,2400,0
31,600,0
32,2400,0
33,600,0
34,2400,3911110283.022217
35,1800,0
36,600,0
37,3000,166617789135.9743
38,1800,0
39,1200,0
40,600,0
41,600,0
42,600,0
43,1200,31439559991.739
44,600,0
45,3000,0
46,600,0
47,600,0
48,600,0
49,1200,0
50,600,0
51,600,0
52,600,0
53,1800,34297764481.68979
54,600,0
55,3600,0
56,600,0
57,4200,76793482993.93271
58,600,0
59,600,0
60,1800,0
61,600,18737334394.422565
62,1800,0
63,1200,0
64,600,0
65,0,96285085.16228288
66,2400,0
67,600,0
68,600,0
69,600,0
70,600,0
71,600,0
72,600,397977243.2561512
73,600,0
74,600,0
75,3600,0
76,2400,0
77,600,0
78,600,0
79,3600,0
80,1800,4599104248.915752
81,600,0
82,3000,0
83,0,12261160.61128123
84,600,0
85,600,0
86,2400,6783508246.780518
87,600,0
88,600,0
89,0,47390012.58136966
90,2400,1760228604.2387342
91,600,0
92,3000,0
93,600,0
94,3000,0
95,1800,0
96,2400,0
97,600,0
98,3600,0
99,600,0
100,600,0
101,600,0
102,4200,0
103,600,0
104,600,0
105,600,0
106,3000,0
107,600,0
108,600,0
109,600,0
110,600,0
111,600,0
112,3600,97563461341.96056
113,3000,49753711454.1926
114,600,0
115,600,0
116,600,0
117,600,0
118,600,0
119,600,0
120,600,0
121,600,0
122,0,8030390233.675484
123,600,0
124,600,0
125,600,0
126,0,617050198.1734154
127,600,45909866556.97803
128,1200,0
129,600,0
130,600,0
131,4800,304089358530.1212
132,600,0
133,1200,0
134,600,0
135,600,0
136,1200,0
137,600,0
138,600,0
139,600,0
140,600,0
141,600,0
142,600,0
143,600,165384896451.66025
144,3000,0
145,0,950248121.8681977
146,600,0
147,600,0
148,3000,0
149,600,0
150,0,299800557.09878534
151,600,0
152,600,0
153,600,0
154,0,58954314.92645801
155,600,0
156,600,0
157,600,0
158,600,0
159,0,1050145305.3976392
160,600,0
161,600,0
162,600,0
163,600,0
164,1200,0
165,600,0
166,600,0
167,600,0
168,600,0
169,600,0
170,600,0
171,600,0
172,1200,0
173,1200,0
174,600,0
175,600,0
176,600,0
177,600,0
178,600,0
179,3000,0
180,600,0
181,600,0
182,0,859049.5580114833
183,600,0
184,600,0
185,0,41635583378.01394
186,600,0
187,600,0
188,600,0
189,600,0
190,600,0
191,1200,0
192,600,0
193,600,0
194,1200,0
195,0,1151835304.7257311
196,3000,0
197,600,0
198,600,0
199,1200,0
200,600,0
201,600,0
202,600,0
203,600,0
204,600,0
205,600,0
206,600,0
207,600,0
208,600,0
209,600,0
210,600,0
211,600,0
212,600,0
213,600,0
214,1200,69766013600.35855
215,600,0
216,600,0
217,600,0
218,3000,0
219,600,0
220,1200,0
221,600,0
222,600,0
223,3000,0
224,600,0
225,600,0
226,600,0
227,600,0
228,600,0
229,600,0
230,600,0
231,0,5000851025.577973
232,3000,0
233,600,0
234,600,107450482776.72066
235,600,0
236,600,0
237,600,0
238,600,0
239,3000,0
240,600,0
241,600,0
242,600,0
243,600,0
244,600,0
245,3000,0
246,600,0
247,600,0
248,600,0
249,600,0
250,600,0
251,600,0
252,3000,0
253,600,0
254,600,0
255,600,0
256,3000,0
257,600,0
258,2400,0
259,600,0
260,1800,0
261,600,0
262,600,0
263,600,0
264,1200,0
265,600,0
266,600,0
267,600,0
268,600,0
269,600,0
270,600,0
271,600,0
272,1200,0
273,600,0
274,1200,0
275,600,0
276,600,0
277,600,0
278,600,0
279,600,0
280,600,0
281,600,0
282,600,0
283,600,0
284,1200,0
285,600,0
286,600,0
287,600,0
288,600,0
289,600,0
290,600,0
291,1200,0
292,3000,0
293,600,0
294,600,0
295,600,0
296,600,0
297,2400,27252405898.476913
298,600,0
299,3000,0
300,600,0
